dataset,feature_x,feature_y,feature_x_value,feature_y_value,prediction,pdp_n
Daily bike rentals,temp,hum,0.493837725,0.6078125,5017.665461223439,50
Daily bike rentals,temp,hum,0.493837725,0.6483333333333333,4982.472070493846,50
Daily bike rentals,temp,hum,0.493837725,0.6888541666666667,4925.622042427642,50
Daily bike rentals,temp,hum,0.493837725,0.729375,4868.539799592361,50
Daily bike rentals,temp,hum,0.493837725,0.7698958333333333,4728.970580931412,50
Daily bike rentals,temp,hum,0.493837725,0.8104166666666667,4635.43790382197,50
Daily bike rentals,temp,hum,0.493837725,0.8509375,4386.441740799302,50
Daily bike rentals,temp,hum,0.493837725,0.8914583333333334,4252.236032667605,50
Daily bike rentals,temp,hum,0.493837725,0.9319791666666667,4100.59970727966,50
Daily bike rentals,temp,hum,0.493837725,0.9725,4071.688376422517,50
Daily bike rentals,temp,hum,0.52727675,0,5126.536754204246,50
Daily bike rentals,temp,hum,0.52727675,0.04052083333333333,5126.536754204246,50
Daily bike rentals,temp,hum,0.52727675,0.08104166666666666,5126.536754204246,50
Daily bike rentals,temp,hum,0.52727675,0.12156249999999999,5129.891760204246,50
Daily bike rentals,temp,hum,0.52727675,0.16208333333333333,5132.484488870912,50
Daily bike rentals,temp,hum,0.52727675,0.20260416666666667,5134.971474870912,50
Daily bike rentals,temp,hum,0.52727675,0.24312499999999998,5135.580174870913,50
Daily bike rentals,temp,hum,0.52727675,0.2836458333333333,5137.375676204246,50
Daily bike rentals,temp,hum,0.52727675,0.32416666666666666,5139.381423632817,50
Daily bike rentals,temp,hum,0.52727675,0.3646875,5150.371904680436,50
Daily bike rentals,temp,hum,0.52727675,0.40520833333333334,5159.503947870912,50
Daily bike rentals,temp,hum,0.52727675,0.4457291666666667,5169.585588928887,50
Daily bike rentals,temp,hum,0.52727675,0.48624999999999996,5164.418486833448,50
Daily bike rentals,temp,hum,0.52727675,0.5267708333333333,5145.096309198385,50
Daily bike rentals,temp,hum,0.52727675,0.5672916666666666,5126.828028817594,50
Daily bike rentals,temp,hum,0.52727675,0.6078125,5119.547530141989,50
Daily bike rentals,temp,hum,0.52727675,0.6483333333333333,5088.048668650492,50
Daily bike rentals,temp,hum,0.52727675,0.6888541666666667,5036.29405846664,50
Daily bike rentals,temp,hum,0.52727675,0.729375,4977.740025344647,50
Daily bike rentals,temp,hum,0.52727675,0.7698958333333333,4828.068340755847,50
Daily bike rentals,temp,hum,0.52727675,0.8104166666666667,4730.276632322841,50
Daily bike rentals,temp,hum,0.52727675,0.8509375,4471.657078583086,50
Daily bike rentals,temp,hum,0.52727675,0.8914583333333334,4334.841764451388,50
Daily bike rentals,temp,hum,0.52727675,0.9319791666666667,4176.4452603967775,50
Daily bike rentals,temp,hum,0.52727675,0.9725,4147.418013539634,50
Daily bike rentals,temp,hum,0.560715775,0,5144.011695712352,50
Daily bike rentals,temp,hum,0.560715775,0.04052083333333333,5144.011695712352,50
Daily bike rentals,temp,hum,0.560715775,0.08104166666666666,5144.011695712352,50
Daily bike rentals,temp,hum,0.560715775,0.12156249999999999,5147.366701712352,50
Daily bike rentals,temp,hum,0.560715775,0.16208333333333333,5149.959430379018,50
Daily bike rentals,temp,hum,0.560715775,0.20260416666666667,5152.446416379018,50
Daily bike rentals,temp,hum,0.560715775,0.24312499999999998,5153.055116379019,50
Daily bike rentals,temp,hum,0.560715775,0.2836458333333333,5154.850617712352,50
Daily bike rentals,temp,hum,0.560715775,0.32416666666666666,5156.928241140923,50
Daily bike rentals,temp,hum,0.560715775,0.3646875,5167.723121521875,50
Daily bike rentals,temp,hum,0.560715775,0.40520833333333334,5175.783664712352,50
Daily bike rentals,temp,hum,0.560715775,0.4457291666666667,5187.893620436993,50
Daily bike rentals,temp,hum,0.560715775,0.48624999999999996,5185.254259674887,50
Daily bike rentals,temp,hum,0.560715775,0.5267708333333333,5167.327773190491,50
Daily bike rentals,temp,hum,0.560715775,0.5672916666666666,5148.005430143034,50
Daily bike rentals,temp,hum,0.560715775,0.6078125,5139.477295721396,50
Daily bike rentals,temp,hum,0.560715775,0.6483333333333333,5106.682710420376,50
Daily bike rentals,temp,hum,0.560715775,0.6888541666666667,5044.274304034503,50
Daily bike rentals,temp,hum,0.560715775,0.729375,4979.357987737907,50
Daily bike rentals,temp,hum,0.560715775,0.7698958333333333,4828.704782984605,50
Daily bike rentals,temp,hum,0.560715775,0.8104166666666667,4723.6840441677605,50
Daily bike rentals,temp,hum,0.560715775,0.8509375,4484.899346428006,50
Daily bike rentals,temp,hum,0.560715775,0.8914583333333334,4340.747862682863,50
Daily bike rentals,temp,hum,0.560715775,0.9319791666666667,4173.811148628251,50
Daily bike rentals,temp,hum,0.560715775,0.9725,4141.152283771108,50
Daily bike rentals,temp,hum,0.5941548,0,5155.477295534685,50
Daily bike rentals,temp,hum,0.5941548,0.04052083333333333,5155.477295534685,50
Daily bike rentals,temp,hum,0.5941548,0.08104166666666666,5155.477295534685,50
Daily bike rentals,temp,hum,0.5941548,0.12156249999999999,5158.832301534685,50
Daily bike rentals,temp,hum,0.5941548,0.16208333333333333,5161.425030201352,50
Daily bike rentals,temp,hum,0.5941548,0.20260416666666667,5163.912016201351,50
Daily bike rentals,temp,hum,0.5941548,0.24312499999999998,5164.520716201352,50
Daily bike rentals,temp,hum,0.5941548,0.2836458333333333,5166.316217534685,50
Daily bike rentals,temp,hum,0.5941548,0.32416666666666666,5168.4576009632565,50
Daily bike rentals,temp,hum,0.5941548,0.3646875,5179.422654010876,50
Daily bike rentals,temp,hum,0.5941548,0.40520833333333334,5187.651487201352,50
Daily bike rentals,temp,hum,0.5941548,0.4457291666666667,5199.734598037105,50
Daily bike rentals,temp,hum,0.5941548,0.48624999999999996,5197.266501084522,50
Daily bike rentals,temp,hum,0.5941548,0.5267708333333333,5178.849366981078,50
Daily bike rentals,temp,hum,0.5941548,0.5672916666666666,5158.742377266954,50
Daily bike rentals,temp,hum,0.5941548,0.6078125,5149.89469717865,50
Daily bike rentals,temp,hum,0.5941548,0.6483333333333333,5115.740769687153,50
Daily bike rentals,temp,hum,0.5941548,0.6888541666666667,5053.799056532051,50
Daily bike rentals,temp,hum,0.5941548,0.729375,4990.160318568787,50
Daily bike rentals,temp,hum,0.5941548,0.7698958333333333,4828.229000386914,50
Daily bike rentals,temp,hum,0.5941548,0.8104166666666667,4714.332632173244,50
Daily bike rentals,temp,hum,0.5941548,0.8509375,4478.260731766823,50
Daily bike rentals,temp,hum,0.5941548,0.8914583333333334,4341.895046688346,50
Daily bike rentals,temp,hum,0.5941548,0.9319791666666667,4170.800196967069,50
Daily bike rentals,temp,hum,0.5941548,0.9725,4138.621878776592,50
Daily bike rentals,temp,hum,0.6275938249999999,0,5180.445766335636,50
Daily bike rentals,temp,hum,0.6275938249999999,0.04052083333333333,5180.445766335636,50
Daily bike rentals,temp,hum,0.6275938249999999,0.08104166666666666,5180.445766335636,50
Daily bike rentals,temp,hum,0.6275938249999999,0.12156249999999999,5183.800772335636,50
Daily bike rentals,temp,hum,0.6275938249999999,0.16208333333333333,5186.393501002302,50
Daily bike rentals,temp,hum,0.6275938249999999,0.20260416666666667,5188.880487002302,50
Daily bike rentals,temp,hum,0.6275938249999999,0.24312499999999998,5189.489187002303,50
Daily bike rentals,temp,hum,0.6275938249999999,0.2836458333333333,5191.284688335636,50
Daily bike rentals,temp,hum,0.6275938249999999,0.32416666666666666,5193.426071764207,50
Daily bike rentals,temp,hum,0.6275938249999999,0.3646875,5204.025620145159,50
Daily bike rentals,temp,hum,0.6275938249999999,0.40520833333333334,5212.148115240398,50
Daily bike rentals,temp,hum,0.6275938249999999,0.4457291666666667,5224.421554742817,50
Daily bike rentals,temp,hum,0.6275938249999999,0.48624999999999996,5219.173526456901,50
Daily bike rentals,temp,hum,0.6275938249999999,0.5267708333333333,5198.8431472106,50
Daily bike rentals,temp,hum,0.6275938249999999,0.5672916666666666,5177.026456163142,50
Daily bike rentals,temp,hum,0.6275938249999999,0.6078125,5170.020797539897,50
Daily bike rentals,temp,hum,0.6275938249999999,0.6483333333333333,5133.466510843409,50
Daily bike rentals,temp,hum,0.6275938249999999,0.6888541666666667,5070.823413688306,50
Daily bike rentals,temp,hum,0.6275938249999999,0.729375,5008.148538442992,50
Daily bike rentals,temp,hum,0.6275938249999999,0.7698958333333333,4853.210303499213,50
Daily bike rentals,temp,hum,0.6275938249999999,0.8104166666666667,4741.814905285543,50
Daily bike rentals,temp,hum,0.6275938249999999,0.8509375,4501.180890641027,50
Daily bike rentals,temp,hum,0.6275938249999999,0.8914583333333334,4374.409640012766,50
Daily bike rentals,temp,hum,0.6275938249999999,0.9319791666666667,4204.991766577203,50
Daily bike rentals,temp,hum,0.6275938249999999,0.9725,4171.05107172006,50
Daily bike rentals,temp,hum,0.66103285,0,5184.283201855116,50
Daily bike rentals,temp,hum,0.66103285,0.04052083333333333,5184.283201855116,50
Daily bike rentals,temp,hum,0.66103285,0.08104166666666666,5184.283201855116,50
Daily bike rentals,temp,hum,0.66103285,0.12156249999999999,5187.638207855117,50
Daily bike rentals,temp,hum,0.66103285,0.16208333333333333,5190.230936521783,50
Daily bike rentals,temp,hum,0.66103285,0.20260416666666667,5192.717922521783,50
Daily bike rentals,temp,hum,0.66103285,0.24312499999999998,5193.326622521783,50
Daily bike rentals,temp,hum,0.66103285,0.2836458333333333,5195.122123855117,50
Daily bike rentals,temp,hum,0.66103285,0.32416666666666666,5197.263507283688,50
Daily bike rentals,temp,hum,0.66103285,0.3646875,5207.5195389979735,50
Daily bike rentals,temp,hum,0.66103285,0.40520833333333334,5215.578626093212,50
Daily bike rentals,temp,hum,0.66103285,0.4457291666666667,5227.427339595631,50
Daily bike rentals,temp,hum,0.66103285,0.48624999999999996,5221.044026309715,50
Daily bike rentals,temp,hum,0.66103285,0.5267708333333333,5200.887309063414,50
Daily bike rentals,temp,hum,0.66103285,0.5672916666666666,5178.191680968337,50
Daily bike rentals,temp,hum,0.66103285,0.6078125,5173.320096275827,50
Daily bike rentals,temp,hum,0.66103285,0.6483333333333333,5135.423784690451,50
Daily bike rentals,temp,hum,0.66103285,0.6888541666666667,5077.3640443030245,50
Daily bike rentals,temp,hum,0.66103285,0.729375,5022.107718248187,50
Daily bike rentals,temp,hum,0.66103285,0.7698958333333333,4881.442542975404,50
Daily bike rentals,temp,hum,0.66103285,0.8104166666666667,4773.753184349035,50
Daily bike rentals,temp,hum,0.66103285,0.8509375,4527.453713275948,50
Daily bike rentals,temp,hum,0.66103285,0.8914583333333334,4403.226971885782,50
Daily bike rentals,temp,hum,0.66103285,0.9319791666666667,4241.7899142597425,50
Daily bike rentals,temp,hum,0.66103285,0.9725,4210.682763402599,50
Daily bike rentals,temp,hum,0.694471875,0,5167.004648970794,50
Daily bike rentals,temp,hum,0.694471875,0.04052083333333333,5167.004648970794,50
Daily bike rentals,temp,hum,0.694471875,0.08104166666666666,5167.004648970794,50
Daily bike rentals,temp,hum,0.694471875,0.12156249999999999,5170.3596549707945,50
Daily bike rentals,temp,hum,0.694471875,0.16208333333333333,5172.952383637461,50
Daily bike rentals,temp,hum,0.694471875,0.20260416666666667,5175.439369637461,50
Daily bike rentals,temp,hum,0.694471875,0.24312499999999998,5176.048069637461,50
Daily bike rentals,temp,hum,0.694471875,0.2836458333333333,5177.843570970794,50
Daily bike rentals,temp,hum,0.694471875,0.32416666666666666,5179.984954399366,50
Daily bike rentals,temp,hum,0.694471875,0.3646875,5190.20488668508,50
Daily bike rentals,temp,hum,0.694471875,0.40520833333333334,5198.018925113651,50
Daily bike rentals,temp,hum,0.694471875,0.4457291666666667,5209.500983949404,50
Daily bike rentals,temp,hum,0.694471875,0.48624999999999996,5204.005499265219,50
Daily bike rentals,temp,hum,0.694471875,0.5267708333333333,5183.378760352252,50
Daily bike rentals,temp,hum,0.694471875,0.5672916666666666,5160.533041479397,50
Daily bike rentals,temp,hum,0.694471875,0.6078125,5155.3226925487925,50
Daily bike rentals,temp,hum,0.694471875,0.6483333333333333,5119.115142567812,50
Daily bike rentals,temp,hum,0.694471875,0.6888541666666667,5060.64572979636,50
Daily bike rentals,temp,hum,0.694471875,0.729375,5007.678493312951,50
Daily bike rentals,temp,hum,0.694471875,0.7698958333333333,4869.971034194341,50
Daily bike rentals,temp,hum,0.694471875,0.8104166666666667,4761.551952901306,50
Daily bike rentals,temp,hum,0.694471875,0.8509375,4473.942999529517,50
Daily bike rentals,temp,hum,0.694471875,0.8914583333333334,4352.109567335525,50
Daily bike rentals,temp,hum,0.694471875,0.9319791666666667,4212.089386013514,50
Daily bike rentals,temp,hum,0.694471875,0.9725,4185.296245823038,50
Daily bike rentals,temp,hum,0.7279109,0,5141.417646208913,50
Daily bike rentals,temp,hum,0.7279109,0.04052083333333333,5141.417646208913,50
Daily bike rentals,temp,hum,0.7279109,0.08104166666666666,5141.417646208913,50
Daily bike rentals,temp,hum,0.7279109,0.12156249999999999,5144.772652208912,50
Daily bike rentals,temp,hum,0.7279109,0.16208333333333333,5147.365380875579,50
Daily bike rentals,temp,hum,0.7279109,0.20260416666666667,5149.85236687558,50
Daily bike rentals,temp,hum,0.7279109,0.24312499999999998,5150.4610668755795,50
Daily bike rentals,temp,hum,0.7279109,0.2836458333333333,5152.2565682089125,50
Daily bike rentals,temp,hum,0.7279109,0.32416666666666666,5154.339815637484,50
Daily bike rentals,temp,hum,0.7279109,0.3646875,5163.832569923198,50
Daily bike rentals,temp,hum,0.7279109,0.40520833333333334,5171.300369018436,50
Daily bike rentals,temp,hum,0.7279109,0.4457291666666667,5181.90742448164,50
Daily bike rentals,temp,hum,0.7279109,0.48624999999999996,5173.600714432377,50
Daily bike rentals,temp,hum,0.7279109,0.5267708333333333,5152.691803924187,50
Daily bike rentals,temp,hum,0.7279109,0.5672916666666666,5127.694064618432,50
Daily bike rentals,temp,hum,0.7279109,0.6078125,5121.296881132271,50
Daily bike rentals,temp,hum,0.7279109,0.6483333333333333,5081.274748706846,50
Daily bike rentals,temp,hum,0.7279109,0.6888541666666667,5031.102877318678,50
Daily bike rentals,temp,hum,0.7279109,0.729375,4985.022353502578,50
Daily bike rentals,temp,hum,0.7279109,0.7698958333333333,4855.222008856084,50
Daily bike rentals,temp,hum,0.7279109,0.8104166666666667,4749.089948567378,50
Daily bike rentals,temp,hum,0.7279109,0.8509375,4467.09063183051,50
Daily bike rentals,temp,hum,0.7279109,0.8914583333333334,4346.756023065089,50
Daily bike rentals,temp,hum,0.7279109,0.9319791666666667,4207.88945317165,50
Daily bike rentals,temp,hum,0.7279109,0.9725,4181.538146981173,50
Daily bike rentals,temp,hum,0.761349925,0,5048.200027265524,50
Daily bike rentals,temp,hum,0.761349925,0.04052083333333333,5048.200027265524,50
Daily bike rentals,temp,hum,0.761349925,0.08104166666666666,5048.200027265524,50
Daily bike rentals,temp,hum,0.761349925,0.12156249999999999,5051.555033265524,50
Daily bike rentals,temp,hum,0.761349925,0.16208333333333333,5054.14776193219,50
Daily bike rentals,temp,hum,0.761349925,0.20260416666666667,5056.63474793219,50
Daily bike rentals,temp,hum,0.761349925,0.24312499999999998,5057.243447932191,50
Daily bike rentals,temp,hum,0.761349925,0.2836458333333333,5059.038949265524,50
Daily bike rentals,temp,hum,0.761349925,0.32416666666666666,5060.986360694095,50
Daily bike rentals,temp,hum,0.761349925,0.3646875,5069.72450297981,50
Daily bike rentals,temp,hum,0.761349925,0.40520833333333334,5076.758992741714,50
Daily bike rentals,temp,hum,0.761349925,0.4457291666666667,5084.590290522378,50
Daily bike rentals,temp,hum,0.761349925,0.48624999999999996,5076.14665858567,50
Daily bike rentals,temp,hum,0.761349925,0.5267708333333333,5056.931065038408,50
Daily bike rentals,temp,hum,0.761349925,0.5672916666666666,5031.867204311551,50
Daily bike rentals,temp,hum,0.761349925,0.6078125,5026.232545002879,50
Daily bike rentals,temp,hum,0.761349925,0.6483333333333333,4998.518892116581,50
Daily bike rentals,temp,hum,0.761349925,0.6888541666666667,4962.479588801141,50
Daily bike rentals,temp,hum,0.761349925,0.729375,4924.940125937422,50
Daily bike rentals,temp,hum,0.761349925,0.7698958333333333,4813.929934397012,50
Daily bike rentals,temp,hum,0.761349925,0.8104166666666667,4714.20905758951,50
Daily bike rentals,temp,hum,0.761349925,0.8509375,4440.127487647513,50
Daily bike rentals,temp,hum,0.761349925,0.8914583333333334,4324.445578120187,50
Daily bike rentals,temp,hum,0.761349925,0.9319791666666667,4188.393840671192,50
Daily bike rentals,temp,hum,0.761349925,0.9725,4164.665139814049,50
Daily bike rentals,temp,hum,0.7947889499999999,0,4961.861253740022,50
Daily bike rentals,temp,hum,0.7947889499999999,0.04052083333333333,4961.861253740022,50
Daily bike rentals,temp,hum,0.7947889499999999,0.08104166666666666,4961.861253740022,50
Daily bike rentals,temp,hum,0.7947889499999999,0.12156249999999999,4965.216259740022,50
Daily bike rentals,temp,hum,0.7947889499999999,0.16208333333333333,4967.8089884066885,50
Daily bike rentals,temp,hum,0.7947889499999999,0.20260416666666667,4970.295974406688,50
Daily bike rentals,temp,hum,0.7947889499999999,0.24312499999999998,4970.904674406688,50
Daily bike rentals,temp,hum,0.7947889499999999,0.2836458333333333,4972.700175740022,50
Daily bike rentals,temp,hum,0.7947889499999999,0.32416666666666666,4974.423453168593,50
Daily bike rentals,temp,hum,0.7947889499999999,0.3646875,4981.662116216212,50
Daily bike rentals,temp,hum,0.7947889499999999,0.40520833333333334,4988.303240644784,50
Daily bike rentals,temp,hum,0.7947889499999999,0.4457291666666667,4994.6560508064,50
Daily bike rentals,temp,hum,0.7947889499999999,0.48624999999999996,4984.124062123659,50
Daily bike rentals,temp,hum,0.7947889499999999,0.5267708333333333,4964.235375349957,50
Daily bike rentals,temp,hum,0.7947889499999999,0.5672916666666666,4940.653042096694,50
Daily bike rentals,temp,hum,0.7947889499999999,0.6078125,4941.710051190619,50
Daily bike rentals,temp,hum,0.7947889499999999,0.6483333333333333,4914.564297256702,50
Daily bike rentals,temp,hum,0.7947889499999999,0.6888541666666667,4888.540572488414,50
Daily bike rentals,temp,hum,0.7947889499999999,0.729375,4866.206398331655,50
Daily bike rentals,temp,hum,0.7947889499999999,0.7698958333333333,4772.216781146224,50
Daily bike rentals,temp,hum,0.7947889499999999,0.8104166666666667,4679.878870224435,50
Daily bike rentals,temp,hum,0.7947889499999999,0.8509375,4414.799482051884,50
Daily bike rentals,temp,hum,0.7947889499999999,0.8914583333333334,4301.130300216436,50
Daily bike rentals,temp,hum,0.7947889499999999,0.9319791666666667,4166.554369434107,50
Daily bike rentals,temp,hum,0.7947889499999999,0.9725,4143.645048576964,50
Daily bike rentals,temp,hum,0.828227975,0,4818.767638724569,50
Daily bike rentals,temp,hum,0.828227975,0.04052083333333333,4818.767638724569,50
Daily bike rentals,temp,hum,0.828227975,0.08104166666666666,4818.767638724569,50
Daily bike rentals,temp,hum,0.828227975,0.12156249999999999,4822.122644724569,50
Daily bike rentals,temp,hum,0.828227975,0.16208333333333333,4824.7153733912355,50
Daily bike rentals,temp,hum,0.828227975,0.20260416666666667,4827.202359391235,50
Daily bike rentals,temp,hum,0.828227975,0.24312499999999998,4827.811059391235,50
Daily bike rentals,temp,hum,0.828227975,0.2836458333333333,4829.660662057902,50
Daily bike rentals,temp,hum,0.828227975,0.32416666666666666,4831.3839394864735,50
Daily bike rentals,temp,hum,0.828227975,0.3646875,4837.653240534092,50
Daily bike rentals,temp,hum,0.828227975,0.40520833333333334,4843.925087057902,50
Daily bike rentals,temp,hum,0.828227975,0.4457291666666667,4850.870584171899,50
Daily bike rentals,temp,hum,0.828227975,0.48624999999999996,4834.20736264911,50
Daily bike rentals,temp,hum,0.828227975,0.5267708333333333,4805.693934356155,50
Daily bike rentals,temp,hum,0.828227975,0.5672916666666666,4787.222675805744,50
Daily bike rentals,temp,hum,0.828227975,0.6078125,4789.666936843648,50
Daily bike rentals,temp,hum,0.828227975,0.6483333333333333,4771.7258661513515,50
Daily bike rentals,temp,hum,0.828227975,0.6888541666666667,4755.818196768345,50
Daily bike rentals,temp,hum,0.828227975,0.729375,4746.642765356175,50
Daily bike rentals,temp,hum,0.828227975,0.7698958333333333,4687.024225100543,50
Daily bike rentals,temp,hum,0.828227975,0.8104166666666667,4602.147320512087,50
Daily bike rentals,temp,hum,0.828227975,0.8509375,4349.200454968496,50
Daily bike rentals,temp,hum,0.828227975,0.8914583333333334,4241.185546799714,50
Daily bike rentals,temp,hum,0.828227975,0.9319791666666667,4110.942358112624,50
Daily bike rentals,temp,hum,0.828227975,0.9725,4088.7198552554805,50
Daily bike rentals,temp,hum,0.861667,0,4784.299833438854,50
Daily bike rentals,temp,hum,0.861667,0.04052083333333333,4784.299833438854,50
Daily bike rentals,temp,hum,0.861667,0.08104166666666666,4784.299833438854,50
Daily bike rentals,temp,hum,0.861667,0.12156249999999999,4787.654839438855,50
Daily bike rentals,temp,hum,0.861667,0.16208333333333333,4790.247568105521,50
Daily bike rentals,temp,hum,0.861667,0.20260416666666667,4792.734554105521,50
Daily bike rentals,temp,hum,0.861667,0.24312499999999998,4793.343254105521,50
Daily bike rentals,temp,hum,0.861667,0.2836458333333333,4795.192856772188,50
Daily bike rentals,temp,hum,0.861667,0.32416666666666666,4796.655423534093,50
Daily bike rentals,temp,hum,0.861667,0.3646875,4801.970878867426,50
Daily bike rentals,temp,hum,0.861667,0.40520833333333334,4808.377813391236,50
Daily bike rentals,temp,hum,0.861667,0.4457291666666667,4815.158710505232,50
Daily bike rentals,temp,hum,0.861667,0.48624999999999996,4797.468428791966,50
Daily bike rentals,temp,hum,0.861667,0.5267708333333333,4770.480436499012,50
Daily bike rentals,temp,hum,0.861667,0.5672916666666666,4753.353207440665,50
Daily bike rentals,temp,hum,0.861667,0.6078125,4756.978389478568,50
Daily bike rentals,temp,hum,0.861667,0.6483333333333333,4739.825892786272,50
Daily bike rentals,temp,hum,0.861667,0.6888541666666667,4726.743098069933,50
Daily bike rentals,temp,hum,0.861667,0.729375,4719.037914657762,50
Daily bike rentals,temp,hum,0.861667,0.7698958333333333,4665.481013259273,50
Daily bike rentals,temp,hum,0.861667,0.8104166666666667,4581.42403600415,50
Daily bike rentals,temp,hum,0.861667,0.8509375,4332.64612341294,50
Daily bike rentals,temp,hum,0.861667,0.8914583333333334,4226.409127244158,50
Daily bike rentals,temp,hum,0.861667,0.9319791666666667,4096.921378557068,50
Daily bike rentals,temp,hum,0.861667,0.9725,4074.698875699925,50
